ID,Soc_ID,Var_ID,Value,Code_ID,Comment,Source,sub_case,year,source_coded_data,admin_comment
1,B1,VascularPlantsRichness,5383.57,,,,,2007,,
2,B10,VascularPlantsRichness,,,,,,2007,,
3,B100,VascularPlantsRichness,998.157,,,,,2007,,
4,B101,VascularPlantsRichness,826.383,,,,,2007,,
5,B102,VascularPlantsRichness,,,,,,2007,,
6,B103,VascularPlantsRichness,1309.67,,,,,2007,,
7,B104,VascularPlantsRichness,1042.64,,,,,2007,,
8,B105,VascularPlantsRichness,2188.01,,,,,2007,,
9,B106,VascularPlantsRichness,1183.56,,,,,2007,,
10,B107,VascularPlantsRichness,2188.01,,,,,2007,,
11,B108,VascularPlantsRichness,677.596,,,,,2007,,
12,B109,VascularPlantsRichness,589.575,,,,,2007,,
13,B11,VascularPlantsRichness,1993.72,,,,,2007,,
14,B110,VascularPlantsRichness,2367.11,,,,,2007,,
15,B111,VascularPlantsRichness,668.059,,,,,2007,,
16,B112,VascularPlantsRichness,605.487,,,,,2007,,
17,B113,VascularPlantsRichness,565.261,,,,,2007,,
18,B114,VascularPlantsRichness,2186.78,,,,,2007,,
19,B115,VascularPlantsRichness,1992.87,,,,,2007,,
20,B116,VascularPlantsRichness,774.797,,,,,2007,,
21,B117,VascularPlantsRichness,745.664,,,,,2007,,
22,B118,VascularPlantsRichness,546.473,,,,,2007,,
23,B119,VascularPlantsRichness,1667.19,,,,,2007,,
24,B12,VascularPlantsRichness,2281.64,,,,,2007,,
25,B120,VascularPlantsRichness,554.341,,,,,2007,,
26,B121,VascularPlantsRichness,589.484,,,,,2007,,
27,B122,VascularPlantsRichness,581.1,,,,,2007,,
28,B123,VascularPlantsRichness,556.633,,,,,2007,,
29,B124,VascularPlantsRichness,686.539,,,,,2007,,
30,B125,VascularPlantsRichness,1088.98,,,,,2007,,
31,B126,VascularPlantsRichness,517.536,,,,,2007,,
32,B127,VascularPlantsRichness,490.915,,,,,2007,,
33,B128,VascularPlantsRichness,658.197,,,,,2007,,
34,B129,VascularPlantsRichness,932.477,,,,,2007,,
35,B13,VascularPlantsRichness,2281.64,,,,,2007,,
36,B130,VascularPlantsRichness,899.253,,,,,2007,,
37,B131,VascularPlantsRichness,858.82,,,,,2007,,
38,B132,VascularPlantsRichness,1532.67,,,,,2007,,
39,B133,VascularPlantsRichness,839.12,,,,,2007,,
40,B134,VascularPlantsRichness,1075.5,,,,,2007,,
41,B135,VascularPlantsRichness,1165.92,,,,,2007,,
42,B136,VascularPlantsRichness,1502.48,,,,,2007,,
43,B137,VascularPlantsRichness,1122,,,,,2007,,
